ubigeo,periodo,departamento,provincia,distrito,ranking,irsip,nivel,percentil,rezago_conflictos,ejecucion_pct,canon_pc,mineria_pc,monto_canon,canon_12m,pim_canon,devengado_canon,mineria_12m,poblacion,n_rezago_conflictos,n_ejecucion_canon,n_canon_pc,n_mineria_pc,contrib_rezago,contrib_ejecucion,contrib_canon,contrib_mineria,irsip_bruto
080505,2026-02-01,Cusco,Canas,Layo,1174,16.92,Muy bajo,37.9,0,12.147443858122863,269.5943952802358,2943.0011948383753,106505.37,1462279.999999999,8163514,684035.16,15962838.480803348,5424,0,0.9185616076150185,0.473637702041634,0.4927434190471152,0,-0.1533997884717081,0.052573784926621375,0.05469451951422979,-0.046131484030856935
090117,2026-02-01,Huancavelica,Huancavelica,Yauli,1175,16.92,Muy bajo,37.9,0,3.1296964433342893,193.76278203385647,0,283992.76999999996,3136244.3900000006,17185984,365556,0,16186,0,0.5727128503437334,0.4458282144349229,0,0,-0.09564304600740349,0.04948693180227644,0,-0.04615611420512705
120111,2026-02-01,Junín,Huancayo,Chupuro,1176,16.92,Muy bajo,37.8,0,2.622758197430746,94.82331483350154,0,7155.830000000001,187939.81000000006,571917,15000,0,1982,0,0.5330512956107879,0.38584558177747685,0,0,-0.08901956636700159,0.042828859577299934,0,-0.046190706789701656
080905,2026-02-01,Cusco,La Convención,Ocobamba,1177,16.91,Muy bajo,37.8,0,3.162002955049179,206.61574516297722,0,86520.03000000001,1185354.5300000003,24388765,771173.47,0,5737,0,0.5769434161819144,0.45123272429211675,0,0,-0.0963495505023797,0.05008683239642496,0,-0.04626271810595474
081303,2026-02-01,Cusco,Urubamba,Huayllabamba,1178,16.9,Muy bajo,37.7,0,2.8638403560095465,124.24439545658355,0,60554.62,831319.2500000005,5568390,93484.78,0,6691,0,0.5489159175039662,0.4084898008687239,0,0,-0.09166895822316236,0.04534236789642835,0,-0.04632659032673401
050602,2026-02-01,Ayacucho,Lucanas,Aucara,1179,16.89,Muy bajo,37.7,0,3.437299419879971,297.94359511343794,0,19979.76,682886.7199999997,1388161,27915.95,0,2292,0,0.5980962453728186,0.4820636203112946,0,0,-0.0998820729772607,0.0535090618545537,0,-0.046373011122707
130611,2026-02-01,La Libertad,Otuzco,Salpo,1180,16.89,Muy bajo,37.6,0,2.859553051857995,122.18036880927298,0,44634.32,811644.1900000004,1258938,36000,0,6643,0,0.5483870967741935,0.40708449621880183,0,0,-0.09158064516129032,0.045186379080287005,0,-0.04639426608100331
120215,2026-02-01,Junín,Concepción,Santa Rosa de Ocopa,1181,16.88,Muy bajo,37.6,0,2.1362916600297956,47.193179563492066,0,3823.9199999999996,95141.45000000001,533635,3400,0,2016,0,0.49603384452670546,0.3277224283539959,0,0,-0.08283765203595982,0.03637718954729355,0,-0.04646046248866627
060102,2026-02-01,Cajamarca,Cajamarca,Asunción,1182,16.87,Muy bajo,37.5,0,3.4801712805200156,316.1388480587955,0,361246.81,1978713.0500000007,4204331,138438.8,0,6259,0,0.6023268112109995,0.4870603477384118,0,0,-0.10058857747223693,0.054063698598963705,0,-0.04652487887327322
080605,2026-02-01,Cusco,Canchis,Pitumarca,1183,16.85,Muy bajo,37.5,0,3.3922753598145956,271.29514361825335,0,168345.22,2342362.2699999996,15677727,473248.39,0,8634,0,0.5943945002644103,0.474167572953796,0,0,-0.09926388154415652,0.05263260059787136,0,-0.046631280946285165
110101,2026-02-01,Ica,Ica,Ica,1184,16.81,Muy bajo,37.4,0,4.683926315335608,1171.8834384898664,0,11102231.19,227527029,128649239,5172106.85,0,194155,0,0.6784769962982549,0.5976662342982055,0,0,-0.11330565838180857,0.06634095200710081,0,-0.04696470637470776
200406,2026-02-01,Piura,Morropón,Salitral,1185,16.81,Muy bajo,37.4,0,1.6964956357326013,19.37255029965754,0,401.71,181017.11000000004,2316540,32800,0,9344,0,0.45055526176626126,0.25490624637744,0,0,-0.07524272871496564,0.028294593347895844,0,-0.04694813536706979
040804,2026-02-01,Arequipa,La Uniòn,Huaynacotas,1186,16.8,Muy bajo,37.3,0,4.4203252979509875,884.799303721489,0,83102.77,1474075.6400000006,1940252,85765.45,0,1666,0,0.6631411951348493,0.5739252341217317,0,0,-0.11074457958751983,0.06370570098751221,0,-0.04703887860000762
021603,2026-02-01,Áncash,Pomabamba,Parobamba,1187,16.79,Muy bajo,37.3,0,4.636909091106664,1121.3707063641018,0,536312.4299999999,6572353.710000001,11963329,554728.69,0,5861,0,0.6768905341089371,0.5939433436184093,0,0,-0.11304071919619249,0.06592771114164343,0,-0.04711300805454906
021410,2026-02-01,Áncash,Ocros,Santiago de Chilcas,1188,16.77,Muy bajo,37.2,0,4.804469529367892,1346.1459361702134,0,51018.61,632688.5900000003,1311279,63000,0,470,0,0.6879957694341619,0.6093809591073207,0,0,-0.11489529349550504,0.0676412864609126,0,-0.04725400703459244
090510,2026-02-01,Huancavelica,Churcampa,Pachamarca,1189,16.77,Muy bajo,37.1,0,3.8128002469445574,456.26591736694667,0,61933.14,651547.7299999999,4639098,38674.22,0,1428,0,0.627181385510312,0.5180062145909451,0,0,-0.10473929138022212,0.057498689819594904,0,-0.04724060156062721
180303,2026-02-01,Moquegua,Ilo,Pacocha,1190,16.76,Muy bajo,37.1,0,3.860144240470001,472.4185254813135,0,212223.49,2085727.789999999,6125604,188650.91,0,4415,0,0.6292966684294025,0.5209419971757797,0,0,-0.10509254362771021,0.05782456168651155,0,-0.04726798194119866
250301,2026-02-01,Ucayali,Padre Abad,Padre Abad,1191,16.71,Muy bajo,37,0,0.11566836434088912,0.0012016305488115578,0,0.19,40.09,6916325,8000,0,33363,0,0.2855631940772078,1.015594268321447e-4,0,0,-0.04768905341089371,1.1273096378368062e-5,0,-0.04767778031451534
061105,2026-02-01,Cajamarca,San Miguel,El Prado,1192,16.7,Muy bajo,37,0,4.219800311602051,683.0093026404874,0,94887.01,1008804.7399999998,2341448,6900,0,1477,0,0.6525647805393971,0.5520626064298007,0,0,-0.10897831835007933,0.06127894931370787,0,-0.04769936903637146
210306,2026-02-01,Puno,Carabaya,Crucero,1193,16.67,Muy bajo,36.9,0,3.8073667078450746,412.2727727188253,0,270455.51999999996,4436879.579999998,9699258,369286.32,0,10762,0,0.6255949233209942,0.5094514685499593,0,0,-0.10447435219460603,0.05654911300904548,0,-0.047925239185560554
120503,2026-02-01,Junín,Junín,Ondores,1194,16.64,Muy bajo,36.9,0,3.076044300115299,140.0532177681474,0,4806.929999999999,129269.12000000005,945370,17580,0,923,0,0.5663670015864621,0.41854251392055236,0,0,-0.09458328926493918,0.04645821904518131,0,-0.04812507021975787
050114,2026-02-01,Ayacucho,Huamanga,Vinchos,1195,16.58,Muy bajo,36.8,0,3.0300486338458046,127.46929118002406,0,189045.34,2215543.749999998,12946745,385342.67,0,17381,0,0.5637228979375991,0.4106397849632577,0,0,-0.09414172395557906,0.04558101613092161,0,-0.04856070782465745
050909,2026-02-01,Ayacucho,Sucre,San Salvador de Quije,1196,16.58,Muy bajo,36.8,0,2.6253794961154893,73.97140435835351,0,5197.39,61100.380000000005,5282004,135772.65,0,826,0,0.5335801163405606,0.36509246505291715,0,0,-0.08910787942887362,0.0405252636208738,0,-0.048582615807999815
120809,2026-02-01,Junín,Yauli,Suitucancha,1197,16.58,Muy bajo,36.7,0,7.090769551718018,8054.448788368331,0,368343.35,4985703.799999997,11887830,615870.78,0,619,0,0.7964040190375463,0.7606204298560136,0,0,-0.13299947117927025,0.08442886771401752,0,-0.04857060346525273
130401,2026-02-01,La Libertad,Chepén,Chepen,1198,16.58,Muy bajo,36.7,0,2.6385931734345345,76.06000834757717,0,222875.66,3826883.259999998,6589668,173874.53,0,50314,0,0.5351665785298784,0.3674162191707321,0,0,-0.08937281861448969,0.04078320032795126,0,-0.048589618286538426
050605,2026-02-01,Ayacucho,Lucanas,Chaviña,1199,16.54,Muy bajo,36.6,0,9.416066196243971,303.83251773049653,532.7289208081181,23588.56,685446.1600000001,2357596,221992.80000000002,1201836.4453431144,2256,0,0.8714965626652564,0.48371335371814517,0.387400798580412,0,-0.14553992596509782,0.05369218226271411,0.04300148864242573,-0.04884625505995799
130801,2026-02-01,La Libertad,Pataz,Tayabamba,1200,16.5,Muy bajo,36.6,0,8.716476794437876,872.2020306846146,70.83122368410345,834617.5,12052087.660000004,16946045,1225776.25,978745.8488669414,13818,0,0.8503437334743522,0.5727139169473874,0.2636790135063433,0,-0.14200740349021682,0.06357124478116,0.029268370499204107,-0.04916778820985271
051006,2026-02-01,Ayacucho,Víctor Fajardo,Cayara,1201,16.49,Muy bajo,36.5,0,2.8877887788778875,96.27022119815673,0,13603.34,104453.19000000006,727200,0,0,1085,0,0.5520888418826018,0.3871130027705004,0,0,-0.0921988365943945,0.042969543307525546,0,-0.04922929328686895
081208,2026-02-01,Cusco,Quispicanchi,Lucre,1202,16.46,Muy bajo,36.5,0,3.445218138201976,219.33795023490504,0,91467.63,1260535.1999999993,7942419,155070.36000000002,0,5747,0,0.5991538868323638,0.45626232690147667,0,0,-0.10005869910100476,0.05064511828606391,0,-0.04941358081494085
151010,2026-02-01,Lima,Yauyos,Cochas,1203,16.45,Muy bajo,36.4,0,3.617043509014476,268.88711229946534,0,6648.589999999999,50281.890000000014,373233,0,0,187,0,0.6113167636171338,0.47341636571766044,0,0,-0.10208989952406136,0.05254921659466031,0,-0.04954068292940105
060402,2026-02-01,Cajamarca,Chota,Anguia,1204,16.44,Muy bajo,36.4,0,3.721222962952933,304.5218555956679,0,132823.93000000002,843525.54,1993977,74200.33,0,2770,0,0.6187202538339502,0.48390437877387216,0,0,-0.1033262823902697,0.05371338604389981,0,-0.04961289634636989
220709,2026-02-01,San Martín,Picota,Tingo de Ponasa,1205,16.44,Muy bajo,36.3,0,0.8850291783057223,2.379151868539626,0,194.05999999999997,8976.540000000008,180785,1600,0,3773,0,0.3654151242728715,0.1029730433331868,0,0,-0.061024325753569544,0.011430007809983735,0,-0.049594317943585806
030218,2026-02-01,Apurímac,Andahuaylas,Turpo,1206,16.43,Muy bajo,36.3,0,3.810721142612695,349.1216671392118,0,9764.27,1231352.12,6274182,195517.16,0,3527,0,0.6266525647805394,0.495427670229805,0,0,-0.10465097831835009,0.054992471395508356,0,-0.04965850692284173
120903,2026-02-01,Junín,Chupaca,Chongos Bajo,1207,16.37,Muy bajo,36.2,0,2.4883294631313317,51.29227487179484,0,9304.13,250049.83999999985,625721,15570,0,4875,0,0.5224748810153358,0.3346258748492735,0,0,-0.08725330512956109,0.037143472108269356,0,-0.05010983302129173
090718,2026-02-01,Huancavelica,Tayacaja,Tintay Puncu,1208,16.36,Muy bajo,36.1,0,2.998062538760448,102.67337059329321,0,8949.92,119409.13,3118514,49995,0,1163,0,0.5610787942887361,0.3925044655288903,0,0,-0.09370015864621893,0.043567995673706825,0,-0.050132162972512107
210206,2026-02-01,Puno,Azángaro,Chupa,1209,16.36,Muy bajo,36.1,0,3.754534430483899,305.1287882187938,0,37516.73,1087784.13,1577541,59229.32,0,3565,0,0.6218931782125859,0.48407221173747184,0,0,-0.10385616076150186,0.05373201550285937,0,-0.05012414525864249
130202,2026-02-01,La Libertad,Ascope,Chicama,1210,16.34,Muy bajo,36,0,2.800410726906613,74.31566473988438,0,69846.68000000001,1208521.3399999999,1499780,42000,0,16262,0,0.5441565309360127,0.3654799066682546,0,0,-0.09087414066631412,0.040568269640176256,0,-0.050305871026137865
250105,2026-02-01,Ucayali,Coronel Portillo,Yarinacocha,1211,16.33,Muy bajo,36,0,0.2616399067610514,0.003039270509465333,0,1.6300000000000001,407.62999999999994,5864931,15345,0,134121,0,0.30195663670015865,2.566376097466541e-4,0,0,-0.0504267583289265,2.8486774681878604e-5,0,-0.050398271554244624
030609,2026-02-01,Apurímac,Chincheros,Rocchacc,1212,16.3,Muy bajo,35.9,0,3.953158832745144,367.8382925911998,0,7579.18,978082.0200000003,2124883,0,0,2659,0,0.6351136964569011,0.49983180965467905,0,0,-0.10606398730830248,0.05548133087166938,0,-0.0505826564366331
030206,2026-02-01,Apurímac,Andahuaylas,Huayana,1213,16.29,Muy bajo,35.9,0,3.82000208975902,320.7342640364187,0,1821.44,211363.87999999995,1033612,39484,0,659,0,0.6277102062400846,0.48827697567815814,0,0,-0.10482760444209413,0.054198744300275555,0,-0.050628860141818575
020604,2026-02-01,Áncash,Carhuaz,Anta,1214,16.28,Muy bajo,35.8,0,4.558334345619739,703.0361832061064,0,150084.87,1841954.7999999989,3696253,160017.57,0,2620,0,0.6721311475409836,0.5545031121197853,0,0,-0.11224590163934427,0.061549845445296174,0,-0.05069605619404809
080205,2026-02-01,Cusco,Acomayo,Pomacanchi,1215,16.28,Muy bajo,35.8,0,3.4816824227529644,202.98385203055898,0,110323.56,1514462.5200000005,11813107,384131.71,0,7461,0,0.6028556319407721,0.44974024103430343,0,0,-0.10067689053410894,0.049921166754807685,0,-0.05075572377930126
080902,2026-02-01,Cusco,La Convención,Echarate,1216,16.25,Muy bajo,35.7,0,3.794733220850652,292.81667957117315,0,500.29999999999995,4916392.049999997,107165534,4066646.12,0,16790,0,0.624537281861449,0.48060067537874257,0,0,-0.10429772607086199,0.053346674967040424,0,-0.05095105110382157
100901,2026-02-01,Huánuco,Puerto Inca,Puerto Inca,1217,16.22,Muy bajo,35.7,0,1.2796494986935831,4.703354384698666,0,9202.85,52131.98000000001,3327805,42584.24,0,11084,0,0.40401903754627183,0.1472388593017593,0,0,-0.0674711792702274,0.016343513382495282,0,-0.05112766588773212
061005,2026-02-01,Cajamarca,San Marcos,Ichocan,1218,16.18,Muy bajo,35.6,0,3.173988235498601,121.98537037037036,0,36091.740000000005,230552.34999999998,805474,25565.65,0,1890,0,0.5785298783712322,0.40695051507130114,0,0,-0.09661448968799577,0.045171507172914425,0,-0.051442982515081344
090412,2026-02-01,Huancavelica,Castrovirreyna,Tantara,1219,16.17,Muy bajo,35.6,0,3.3166595810757435,144.78322422258594,0,3061.0499999999997,88462.55000000002,331659,5000,0,611,0,0.5885774722369117,0.4213318885933623,0,0,-0.09829243786356426,0.04676783963386322,0,-0.05152459822970104
090715,2026-02-01,Huancavelica,Tayacaja,Salcahuasi,1220,16.14,Muy bajo,35.5,0,2.687288436427849,55.04214285714285,0,8848.21,120212.03999999998,2093047,54734.09,0,2184,0,0.5362242199894236,0.34048271183873763,0,0,-0.08954944473823374,0.03779358101409988,0,-0.05175586372413386
081301,2026-02-01,Cusco,Urubamba,Urubamba,1221,16.13,Muy bajo,35.5,0,3.27362577661316,132.87393371534773,0,248236.90000000002,3431867.960000001,20954126,466567.13,0,25828,0,0.585404547858276,0.4141247518062666,0,0,-0.0977625594923321,0.0459678474504956,0,-0.051794712041836506
040502,2026-02-01,Arequipa,Caylloma,Achoma,1222,16.12,Muy bajo,35.4,0,4.714841180477688,726.7732165206506,0,33513.170000000006,580691.7999999998,854366,38782,0,799,0,0.6811210999471179,0.55730739033706,0,0,-0.1137472236911687,0.061861120327413664,0,-0.051886103363755036
080406,2026-02-01,Cusco,Calca,San Salvador,1223,16.1,Muy bajo,35.4,0,3.6872333378172653,225.29033876840262,0,39203.24,1423159.0699999994,6608783,243681.25,0,6317,0,0.6160761501850872,0.4585166223557625,0,0,-0.10288471708090957,0.05089534508148964,0,-0.05198937199941993
060203,2026-02-01,Cajamarca,Cajabamba,Condebamba,1224,16.08,Muy bajo,35.3,0,4.547189582469193,581.2598271479411,0,860531.55,9146704.64,16005789,727813.5700000001,0,15736,0,0.6700158646218932,0.5384424038082741,0,0,-0.11189264939185617,0.05976710682271843,0,-0.05212554256913774
210308,2026-02-01,Puno,Carabaya,Ollachea,1225,16.07,Muy bajo,35.2,0,5.128225692678583,1043.622646243416,0,453786.52,7528693.770000003,12843908,37285,0,7214,0,0.7033315705975675,0.5878723676741068,0,0,-0.11745637228979378,0.06525383281182585,0,-0.05220253947796792
020605,2026-02-01,Áncash,Carhuaz,Ataquero,1226,16.06,Muy bajo,35.2,0,4.123790975739928,377.4663298843577,0,50256.759999999995,620177.1799999997,854408,11861,0,1643,0,0.6467477525118984,0.5020110453434866,0,0,-0.10800687466948704,0.055723226033127016,0,-0.05228364863636002
021015,2026-02-01,Áncash,Huari,San Pedro de Chana,1227,16.06,Muy bajo,35.1,0,6.090773314852064,2719.048697234355,0,1119855.07,7471945.820000008,34670057,1523724.58,0,2748,0,0.7578001057641459,0.6688041912500267,0,0,-0.1265526176626124,0.07423726522875296,0,-0.05231535243385943
080910,2026-02-01,Cusco,La Convención,Pichari,1228,16.03,Muy bajo,35.1,0,4.550927412752586,567.6109459253616,0,985647.96,14905463.439999998,183942586,6258672.64,0,26260,0,0.6710735060814383,0.5364364037926205,0,0,-0.11206927551560021,0.05954444082098087,0,-0.05252483469461934
220602,2026-02-01,San Martín,Mariscal Cáceres,Campanilla,1229,16.01,Muy bajo,35,0,0.9018226655910382,1.5376217312894505,0,1272.05,34104.45000000001,609876,5500,0,22180,0,0.36753040719196195,0.0787527607800066,0,0,-0.06137757800105765,0.008741556446580733,0,-0.052636021554476914
120606,2026-02-01,Junín,Satipo,Pangoa,1230,16,Muy bajo,35,0,3.7250063183910442,219.41935210790678,0,554034.01,15551566,35657812,1328255.75,0,70876,0,0.6192490745637229,0.45629356430751244,0,0,-0.10341459545214174,0.05064858563813388,0,-0.05276600981400786
120704,2026-02-01,Junín,Tarma,Huasahuasi,1231,16,Muy bajo,34.9,0,3.5432727145955614,174.12700498048196,0,52468.009999999995,1293589.5200000005,4417391,156520.21000000002,0,7429,0,0.6060285563194078,0.43684101695611066,0,0,-0.10120676890534111,0.04848935288212829,0,-0.052717416023212824
080101,2026-02-01,Cusco,Cusco,Cusco,1232,15.98,Muy bajo,34.9,0,3.825077195804525,254.5955676270141,0,1727813.54,30558087.599999994,49448607,1607159.89,0,120026,0,0.6282390269698572,0.46881519915833825,0,0,-0.10491591750396616,0.05203848710657555,0,-0.05287743039739061
230105,2026-02-01,Tacna,Tacna,Inclan,1233,15.98,Muy bajo,34.8,0,6.588920638128941,3626.066288857006,0,568508.23,7582104.609999999,11369301,645552.9400000001,0,2091,0,0.7773664727657325,0.693140918056304,0,0,-0.12982020095187732,0.07693864190424975,0,-0.05288155904762758
080202,2026-02-01,Cusco,Acomayo,Acopia,1234,15.96,Muy bajo,34.8,0,3.6854350820627566,200.4561098831702,0,46251.04,634844.5,3469357,124098.9,0,3167,0,0.6155473294553147,0.44868572807612495,0,0,-0.10279640401903756,0.04980411581644987,0,-0.05299228820258769
250104,2026-02-01,Ucayali,Coronel Portillo,Masisea,1235,15.96,Muy bajo,34.7,0,0.43178940984336267,0.004812895797351755,0,0.27,58.51999999999999,2925037,12630,0,12159,0,0.3178212585933369,4.060443973023178e-4,0,0,-0.05307615018508726,4.507092810055728e-5,0,-0.053031079256986705
120604,2026-02-01,Junín,Satipo,Mazamari,1236,15.95,Muy bajo,34.7,0,3.6986191298149422,202.44911179369046,0,340088.42,9491016.810000002,23978141,669369.19,0,46881,0,0.6166049709148599,0.449518254297784,0,0,-0.10297303014278161,0.049896526227054025,0,-0.05307650391572759
210307,2026-02-01,Puno,Carabaya,Ituata,1237,15.92,Muy bajo,34.6,0,5.215918948839774,1020.3981778425654,0,582258.85,9799904.099999998,12280145,636432.41,0,9604,0,0.7086197778952935,0.5859709853263453,0,0,-0.11833950290851403,0.06504277937122432,0,-0.0532967235372897
160704,2026-02-01,Loreto,Datem del Marañón,Morona,1238,15.91,Muy bajo,34.6,0,0.453271956655702,5.586592178770966e-5,0,0.11,0.22000000000000064,11966326,54240,0,3938,0,0.31940772078265467,4.724381049503264e-6,0,0,-0.05334108937070333,5.244062964948624e-7,0,-0.05334056496440683
180209,2026-02-01,Moquegua,General Sánchez Cerro,Quinistaquillas,1239,15.91,Muy bajo,34.5,0,5.989642498698332,2302.7824927536244,0,80581.18000000001,794459.9600000004,1432778,85818.28,0,345,0,0.7546271813855103,0.6547575321064472,0,0,-0.12602273929138022,0.07267808606381564,0,-0.053344653227564584
040109,2026-02-01,Arequipa,Arequipa,Mariano Melgar,1240,15.9,Muy bajo,34.5,0,4.33959299881066,412.76194878929704,0,1519066.4400000002,29370901.99000001,60669749,1939566.99,0,71157,0,0.6589106292966684,0.509551510370886,0,0,-0.11003807509254364,0.056560217651168344,0,-0.053477857441375294
060904,2026-02-01,Cajamarca,San Ignacio,La Coipa,1241,15.87,Muy bajo,34.4,0,3.7064780044358883,193.20333948509733,0,654226.65,4187489.1799999997,8845579,327859.44,0,21674,0,0.6176626123744051,0.44558494693429596,0,0,-0.10314965626652566,0.049459929109706854,0,-0.0536897271568188
130908,2026-02-01,La Libertad,Sánchez Carrión,Sartimbamba,1242,15.87,Muy bajo,34.3,0,4.474683867654058,466.68031621874593,0,375885.64,6980604.170000002,9532321,426541.23,0,14958,0,0.6668429402432575,0.5199106934145057,0,0,-0.11136277102062402,0.05771008696901013,0,-0.053652684051613886
061113,2026-02-01,Cajamarca,San Miguel,Unión Agua Blanca,1243,15.86,Muy bajo,34.3,0,4.745533612515712,626.7846853649767,0,164338.99,1743088.21,5057387,240000,0,2781,0,0.6837652035959809,0.5448087809845304,0,0,-0.11418878900052883,0.06047377468928288,0,-0.053715014311245944
151003,2026-02-01,Lima,Yauyos,Allauca,1244,15.85,Muy bajo,34.2,0,3.797570904868317,218.36064220183485,0,31708.489999999998,190410.47999999998,1184968,45000,0,872,0,0.6250661025912215,0.4558863880722182,0,0,-0.104386039132734,0.05060338907601622,0,-0.053782650056717785
051102,2026-02-01,Ayacucho,Vilcas Huamán,Accomarca,1245,15.84,Muy bajo,34.2,0,2.7756805968823555,48.92365284974093,0,3213.64,37769.06,180136,5000,0,772,0,0.5425700687466949,0.33070579405916284,0,0,-0.09060920148069805,0.036708343140567076,0,-0.053900858340130975
080917,2026-02-01,Cusco,La Convención,Manitea,1246,15.83,Muy bajo,34.1,0,4.4130455667334365,419.77982095136286,0,114656.46,1570816.0899999999,32684590,1354074.29,0,3742,0,0.6626123744050767,0.5109738643368842,0,0,-0.11065626652564782,0.056718098941394145,0,-0.053938167584253675
110105,2026-02-01,Ica,Ica,Pachacutec,1247,15.8,Muy bajo,34.1,0,4.13845507400117,314.478478532722,0,165827.22,3017735.4800000004,4210001,149303.28,0,9596,0,0.6478053939714437,0.4866164277046305,0,0,-0.1081835007932311,0.054014423475213985,0,-0.05416907731801711
131101,2026-02-01,La Libertad,Gran Chimú,Cascas,1248,15.75,Muy bajo,34,0,3.3758386611960423,112.07360593512773,0,93398.95,1623946.5500000007,3824548,129110.57,0,14490,0,0.59227921734532,0.39984450285997936,0,0,-0.09891062929666844,0.04438273981745771,0,-0.05452788947921073
090108,2026-02-01,Huancavelica,Huancavelica,Izcuchaca,1249,15.73,Muy bajo,34,0,3.2269002075735393,93.03251641137855,0,6968.92,85031.72,604605,19510,0,914,0,0.582760444209413,0.38425015925381023,0,0,-0.09732099418297198,0.042651767677172936,0,-0.05466922650579904
040509,2026-02-01,Arequipa,Caylloma,Ichupampa,1250,15.69,Muy bajo,33.9,0,5.270429134303391,911.584685816876,0,29327.7,507752.6699999999,822563,43352.6,0,557,0,0.7123215230037018,0.5764445789349625,0,0,-0.11895769434161821,0.06398534826178083,0,-0.05497234607983738
220203,2026-02-01,San Martín,Bellavista,Bajo Biavo,1251,15.69,Muy bajo,33.9,0,1.0998935246843515,1.779442564449641,0,1069.6200000000001,28921.280000000013,284573,3130,0,16253,0,0.38656795346377576,0.08645047145965416,0,0,-0.06455684822845055,0.009596002332021613,0,-0.05496084589642894
021002,2026-02-01,Áncash,Huari,Anra,1252,15.68,Muy bajo,33.8,0,8.129098526916351,8144.9126581265045,0,722277.02,10172995.910000004,14371078,465236.61,0,1249,0,0.8355367530407192,0.7615648565206065,0,0,-0.13953463775780012,0.08453369907378731,0,-0.055000938684012804
040129,2026-02-01,Arequipa,Arequipa,José Luis Bustamante Y Rivero,1253,15.68,Muy bajo,33.8,0,4.5433196804806775,418.29034581325635,0,780497.11,35852083.83000001,20718747,735828.52,0,85711,0,0.668958223162348,0.5106739769306899,0,0,-0.11171602326811211,0.056684811439306586,0,-0.05503121182880553
130810,2026-02-01,La Libertad,Pataz,Pias,1254,15.67,Muy bajo,33.7,0,5.025222038420345,676.6091180793728,0,118016.5,1380959.21,1834705,92198,0,2041,0,0.6964569011105235,0.5512675822189028,0,0,-0.11630830248545743,0.061190701626298215,0,-0.05511760085915921
150112,2026-02-01,Lima,Lima,Independencia,1255,15.67,Muy bajo,33.7,0,1.117174793507032,1.8241734493640303,0,13357.93,434122.27,2006848,22420,0,237983,0,0.3881544156530936,0.08780064136399666,0,0,-0.06482178741406663,0.00974587119140363,0,-0.055075916222663
230102,2026-02-01,Tacna,Tacna,Alto de la Alianza,1256,15.66,Muy bajo,33.6,0,5.381717610237183,997.9014700205096,0,2470782.45,33086421.140000015,62092003,2342560.36,0,33156,0,0.7186673717609731,0.5840875044837426,0,0,-0.1200174510840825,0.06483371299769543,0,-0.055183738086387074
061309,2026-02-01,Cajamarca,Santa Cruz,Sexi,1257,15.64,Muy bajo,33.6,0,4.026543770267075,248.67763819095467,0,13028.7,98973.69999999995,604737,5050,0,398,0,0.6414595452141724,0.4668341126061066,0,0,-0.10712374405076679,0.051818586499277834,0,-0.05530515755148895
120107,2026-02-01,Junín,Huancayo,Chilca,1258,15.63,Muy bajo,33.5,0,2.8967754667952197,50.63089429893892,0,197037.65,5349002.09,23921571,684686.2,0,105647,0,0.553146483342147,0.33354944683605764,0,0,-0.09237546271813855,0.0370239885988024,0,-0.05535147411933616
150501,2026-02-01,Lima,Cañete,San Vicente de Cañete,1259,15.62,Muy bajo,33.4,0,3.9101225626828073,206.8552939315503,0,696223.52,14384717.140000008,30052459,1120087.98,0,69540,0,0.6319407720782655,0.4513302442064074,0,0,-0.10553410893707034,0.05009765710691122,0,-0.05543645183015912
061102,2026-02-01,Cajamarca,San Miguel,Bolívar,1260,15.58,Muy bajo,33.4,0,4.547785034664934,398.10529465095186,0,41287.83,439110.1399999999,935816,42558.9,0,1103,0,0.6705446853516658,0.506501492639139,0,0,-0.1119809624537282,0.056221665682944434,0,-0.05575929677078376
080204,2026-02-01,Cusco,Acomayo,Mosoc Llacta,1261,15.55,Muy bajo,33.3,0,4.6861028520562105,452.9525000000003,0,30357.51,416716.3000000003,2093998,90556.6,0,920,0,0.6790058170280275,0.5173911855181612,0,0,-0.1133939714436806,0.05743042159251589,0,-0.05596354985116471
210504,2026-02-01,Puno,El Collao,Santa Rosa,1262,15.54,Muy bajo,33.3,0,4.140581291902452,260.96315629081414,0,41801.47,599432.3700000001,1090330,45146,0,2297,0,0.6483342147012163,0.47089622444703466,0,0,-0.10827181385510314,0.052269480913620846,0,-0.05600233294148229
081102,2026-02-01,Cusco,Paucartambo,Caicay,1263,15.5,Muy bajo,33.2,0,4.386054702098943,316.51189255943206,0,74607.74,1025182.0200000005,5514633,241874.82,0,3239,0,0.6610259122157589,0.48715976595703486,0,0,-0.11039132734003175,0.05407473402123087,0,-0.05631659331880088
130103,2026-02-01,La Libertad,Trujillo,Florencia de Mora,1264,15.5,Muy bajo,33.2,0,3.127164043325111,64.63326720471315,0,259717.84,4300503.699999999,6441530,158938.33000000002,0,66537,0,0.5721840296139609,0.3538427808266852,0,0,-0.09555473294553148,0.03927654867176206,0,-0.05627818427376942
050505,2026-02-01,Ayacucho,La Mar,Chungui,1265,15.47,Muy bajo,33.1,0,3.4876027783391663,110.52673833374064,0,38605.810000000005,452385.9400000004,2350325,67470,0,4093,0,0.6033844526705446,0.39867960011424103,0,0,-0.10076520359598096,0.044253435612680754,0,-0.0565117679833002
